7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,46__,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,46_|,2,46\ ,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,47__,4,4,4,4,4,4,4,4,4,76[-1,76--1,76--1,76--1,76--1,76-]1,4,4,4,4,4,4,4,4,46\ ,4,46_|,2,26 _,26_\,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,47 /,57| ,47|_,4,4,4,4,4,4,4,76[/1,3,3,3,3,3,3,76\]1,4,4,4,4,4,4,37| ,37|_,46_|,2,26 _,26_|,37 |,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,57/ ,57| ,5,47|_,4,4,4,4,4,76[|1,3,3,3,3,3,3,3,3,76|]1,4,4,4,4,4,37| ,26| ,2,26 _,26_|,3,37 |,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,57| ,57| ,5,5,47|_,4,4,4,4,76[|1,3,3,3,3,3,3,3,3,76|]1,4,4,4,4,4,37| ,26|_,26__,26_|,3,37__,37 |,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,57| ,57|_,57__,57__,57__,47|_,47| ,4,4,76[|1,3,3,3,74.\4Vilsvik,74/.4Vilsvik,3,3,3,76|]1,4,4,4,4,4,46 \,37|_,37__,37__,37__,67||,37_|,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,57| ,76/ ,7,7,7,7,47/ ,4,4,76[|1,3,3,3,74 °4Vilsvik,74° 4Vilsvik,3,3,3,76|]1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7
